generation,best_score,avg_score,diversity
546,1599.7549,717.0791,82.30
547,1599.7549,718.7047,82.30
548,1599.7549,718.6677,82.30
549,1599.7549,720.2844,82.30
550,1599.7549,719.9351,82.30
551,1599.7549,721.5436,82.30
552,1599.7549,720.3080,82.30
553,1599.7549,719.7916,82.30
554,1599.7549,718.4829,82.30
555,1599.7549,720.0823,82.30
556,1599.7549,700.6637,82.30
557,1599.7549,699.4770,82.30
558,1599.7549,701.1020,82.30
559,1599.7549,702.7212,82.30
560,1599.7549,701.4393,82.30
561,1599.7549,703.0521,82.30
562,1599.7549,704.6591,82.30
563,1599.7549,703.3806,82.30
564,1599.7549,704.9813,82.30
565,1599.7549,706.5763,82.30
566,1599.7549,708.1656,82.30
567,1599.7549,709.7492,82.30
568,1599.7549,711.3272,82.30
569,1599.7549,710.7705,82.30
570,1599.7549,709.4971,82.30
571,1599.7549,708.3241,82.30
572,1599.7549,709.8935,82.30
573,1599.7549,691.0730,82.30
574,1599.7549,692.6672,82.30
575,1599.7549,694.2558,82.30
576,1599.7549,695.8388,82.30
577,1599.7549,677.1742,82.30
578,1599.7549,678.7814,82.30
579,1599.7549,678.3836,82.30
580,1599.7549,677.3435,82.30
581,1599.7549,676.6984,82.30
582,1599.7549,678.2953,82.30
583,1599.7549,679.8868,82.30
584,1599.7549,681.4728,82.30
585,1599.7549,683.0533,82.30
586,1599.7549,684.6284,82.30
587,1599.7549,686.1981,82.30
588,1599.7549,687.7624,82.30
589,1599.7549,689.3213,82.30
590,1599.7549,690.8750,82.30
591,1599.7549,692.4233,82.30
592,1599.7549,693.9664,82.30
593,1599.7549,695.5043,82.30
594,1599.7549,697.0369,82.30
595,1599.7549,698.5643,82.30
595,1599.7549,698.5643,82.30
596,1599.7549,700.0866,82.30
597,1599.7549,701.6038,82.30
598,1599.7549,700.4226,82.30
599,1599.7549,700.2448,82.30
600,1599.7549,701.7541,82.30
601,1599.7549,700.9004,82.30
602,1599.7549,702.4035,82.30
603,1599.7549,703.9016,82.30
604,1599.7549,705.3947,82.30
605,1599.7549,706.8828,82.30
606,1599.7549,708.3660,82.30
607,1599.7549,690.6091,82.30
608,1599.7549,689.4492,82.30
609,1599.7549,688.4538,82.30
610,1599.7549,689.9576,82.30
611,1599.7549,689.5624,82.30
612,1599.7549,689.4062,82.30
613,1599.7549,689.0132,82.30
614,1599.7549,690.5062,82.30
615,1599.7549,691.9943,82.30
616,1599.7549,693.4776,82.30
617,1599.7549,694.9560,82.30
618,1599.7549,677.5392,82.30
619,1599.7549,676.9336,82.30
620,1599.7549,676.5652,82.30
621,1599.7549,678.0615,82.30
622,1599.7549,676.9481,82.30
623,1599.7549,678.4389,82.30
624,1599.7549,679.9249,82.30
625,1599.7549,679.4658,82.30
626,1599.7549,662.2978,82.30
627,1599.7549,663.8026,82.30
628,1599.7549,665.3025,82.30
629,1599.7549,666.7976,82.30
630,1599.7549,668.2880,82.30
631,1599.7549,669.7736,82.30
632,1599.7549,668.7280,82.30
633,1599.7549,670.2082,82.30
634,1599.7549,671.6837,82.30
635,1599.7549,673.1545,82.30
636,1599.7549,672.0735,82.30
637,1599.7549,673.5390,82.30
638,1599.7549,675.0000,82.30
639,1599.7549,674.6618,82.30
640,1599.7549,676.1163,82.30
641,1599.7549,677.5663,82.30
642,1599.7549,679.0118,82.30
643,1599.7549,680.4527,82.30
644,1599.7549,681.8891,82.30
645,1599.7549,683.3210,82.30
646,1599.7549,684.7485,82.30
647,1599.7549,686.1715,82.30
648,1599.7549,687.5901,82.30
649,1599.7549,671.0218,82.30
650,1599.7549,669.9843,82.30
651,1599.7549,653.4944,82.30
652,1599.7549,654.9547,82.30
653,1599.7549,638.5387,82.30
654,1599.7549,640.0175,82.30
655,1599.7549,639.8851,82.30
656,1599.7549,623.5678,82.30
657,1599.7549,625.0627,82.30
658,1599.7549,608.8179,82.30
659,1599.7549,607.8732,82.30
660,1599.7549,609.3852,82.30
661,1599.7549,609.1427,82.30
662,1599.7549,610.6482,82.30
663,1599.7549,612.1491,82.30
664,1599.7549,613.6455,82.30
665,1599.7549,615.1373,82.30
666,1599.7549,616.6246,82.30
667,1599.7549,618.1075,82.30
668,1599.7549,619.5859,82.30
669,1599.7549,621.0598,82.30
670,1599.7549,622.5293,82.30
671,1599.7549,622.6434,82.30
672,1599.7549,624.1061,82.30
673,1599.7549,623.8441,82.30
674,1599.7549,625.3007,82.30
675,1599.7549,626.7530,82.30
676,1599.7549,628.2009,82.30
677,1599.7549,629.6445,82.30
678,1599.7549,613.8750,82.30
678,1599.7549,613.8750,82.30
679,1599.7549,612.9656,82.30
680,1599.7549,612.0440,82.30
681,1599.7549,611.1400,82.30
682,1599.7549,595.4908,82.30
683,1599.7549,596.9699,82.30
684,1599.7549,596.7538,82.30
685,1599.7549,596.5384,82.30
686,1599.7549,598.0094,82.30
687,1599.7549,598.2280,82.30
688,1599.7549,599.6944,82.30
689,1599.7549,599.4756,82.30
690,1599.7549,600.9359,82.30
691,1599.7549,602.3919,82.30
692,1599.7549,603.8436,82.30
693,1599.7549,605.2912,82.30
694,1599.7549,606.7345,82.30
695,1599.7549,606.7741,82.30
696,1599.7549,606.5108,82.30
697,1599.7549,607.9482,82.30
698,1599.7549,609.3815,82.30
699,1599.7549,610.8106,82.30
700,1599.7549,612.2356,82.30
701,1599.7549,613.6565,82.30
702,1599.7549,598.4084,82.30
703,1599.7549,599.8451,82.30
704,1599.7549,601.2776,82.30
705,1599.7549,602.7060,82.30
706,1599.7549,604.1304,82.30
707,1599.7549,603.9106,82.30
708,1599.7549,603.4849,82.30
709,1599.7549,604.9021,82.30
710,1599.7549,606.3152,82.30
711,1599.7549,591.2722,82.30
712,1599.7549,592.7007,82.30
713,1599.7549,592.2781,82.30
714,1599.7549,593.7011,82.30
715,1599.7549,595.1201,82.30
716,1599.7549,596.5351,82.30
717,1599.7549,597.9461,82.30
718,1599.7549,599.3531,82.30
719,1599.7549,600.7562,82.30
720,1599.7549,585.9106,82.30
721,1599.7549,587.3285,82.30
722,1599.7549,588.7425,82.30
723,1599.7549,588.5491,82.30
724,1599.7549,589.9575,82.30
725,1599.7549,591.3619,82.30
726,1599.7549,591.5833,82.30
727,1599.7549,591.3870,82.30
728,1599.7549,576.7189,82.30
729,1599.7549,578.1339,82.30
730,1599.7549,579.5449,82.30
731,1599.7549,580.9521,82.30
732,1599.7549,582.3554,82.30
733,1599.7549,583.7549,82.30
734,1599.7549,585.1505,82.30
735,1599.7549,586.5423,82.30
736,1599.7549,587.9302,82.30
737,1599.7549,589.3144,82.30
738,1599.7549,588.4956,82.30
739,1599.7549,588.1858,82.30
740,1599.7549,588.1870,82.30
741,1599.7549,589.5652,82.30
742,1599.7549,589.0031,82.30
743,1599.7549,590.3764,82.30
744,1599.7549,591.7460,82.30
745,1599.7549,593.1119,82.30
746,1599.7549,594.4740,82.30
747,1599.7549,595.8325,82.30
748,1599.7549,595.2665,82.30
749,1599.7549,596.6203,82.30
749,1599.7549,596.6203,82.30
750,1599.7549,597.9704,82.30
751,1599.7549,599.3169,82.30
752,1599.7549,585.0910,82.30
753,1599.7549,586.4511,82.30
754,1599.7549,587.8076,82.30
755,1599.7549,589.1605,82.30
756,1599.7549,590.5097,82.30
757,1599.7549,591.8554,82.30
758,1599.7549,593.1975,82.30
759,1599.7549,594.5360,82.30
