generation,best_score,avg_score,diversity
425,2868.7663,-127.8809,72.87
426,2868.7663,-125.0213,72.87
427,2868.7663,-120.8673,72.87
428,2868.7663,-117.0525,72.87
429,2868.7663,-108.9738,72.87
430,2868.7663,-103.0149,72.87
431,2868.7663,-101.3699,72.87
432,2868.7663,-96.5756,72.87
433,2868.7663,-92.2119,72.87
434,2868.7663,-89.4019,72.87
435,2868.7663,-84.2007,72.87
436,2868.7663,-81.4173,72.87
437,2868.7663,-75.5870,72.87
438,2868.7663,-75.1091,72.87
439,2868.7663,-69.8684,72.87
440,2868.7663,-64.1843,72.87
441,2868.7663,-60.2478,72.87
442,2868.7663,-52.7071,72.87
443,2868.7663,-47.7569,72.87
444,2868.7663,-47.2014,72.87
445,2868.7663,-46.6902,72.87
446,2868.7663,-46.5915,72.87
447,2868.7663,-42.6386,72.87
448,2868.7663,-43.0580,72.87
449,2868.7663,-39.1134,72.87
450,2868.7663,-39.2548,72.87
451,2868.7663,-34.7555,72.87
452,2868.7663,-34.4382,72.87
453,2868.7663,-34.7534,72.87
454,2868.7663,-35.3907,72.87
455,2868.7663,-28.9284,72.87
456,2868.7663,-29.0976,72.87
457,2868.7663,-28.5199,72.87
458,2868.7663,-24.5073,72.87
459,2868.7663,-21.1606,72.87
460,2868.7663,-20.6563,72.87
461,2868.7663,-16.9361,72.87
462,2868.7663,-16.9329,72.87
463,2868.7663,-13.2637,72.87
464,2868.7663,-13.2067,72.87
465,2868.7663,-10.1514,72.87
466,2868.7663,-7.4648,72.87
467,2868.7663,-5.0122,72.87
468,2868.7663,-2.4945,72.87
469,2868.7663,-2.7365,72.87
470,2868.7663,0.6565,72.87
471,2868.7663,2.2728,72.87
472,2868.7663,2.4292,72.87
473,2868.7663,4.9533,72.87
474,2868.7663,4.9539,72.87
475,2868.7663,8.7884,72.87
476,2868.7663,11.5022,72.87
477,2868.7663,16.0693,72.87
478,2868.7663,17.9109,72.87
479,2868.7663,17.9164,72.87
480,2868.7663,19.3874,72.87
481,2868.7663,23.1840,72.87
482,2868.7663,26.8559,72.87
483,2868.7663,29.9217,72.87
484,2868.7663,32.5946,72.87
485,2868.7663,37.9371,72.87
486,2868.7663,41.0020,72.87
487,2868.7663,40.6527,72.87
488,2868.7663,40.7498,72.87
489,2868.7663,41.7621,72.87
490,2868.7663,46.8654,72.87
491,2868.7663,46.5039,72.87
492,2868.7663,50.8076,72.87
493,2868.7663,48.6114,72.87
494,2868.7663,48.7890,72.87
495,2868.7663,52.5365,72.87
496,2868.7663,52.6896,72.87
497,2868.7663,53.5730,72.87
498,2868.7663,54.6691,72.87
499,2868.7663,57.1288,72.87
500,2868.7663,59.4369,72.87
500,2868.7663,59.4369,72.87
501,2868.7663,61.3020,72.87
502,2868.7663,64.3758,72.87
503,2868.7663,67.2769,72.87
504,2868.7663,70.0457,72.87
505,2868.7663,73.7075,72.87
506,2868.7663,76.0852,72.87
507,2868.7663,78.5501,72.87
508,2868.7663,79.4280,72.87
509,2868.7663,82.4967,72.87
510,2868.7663,84.6372,72.87
511,2868.7663,85.4899,72.87
512,2868.7663,88.7682,72.87
513,2868.7663,93.9055,72.87
514,2868.7663,96.7303,72.87
515,2868.7663,102.4062,72.87
516,2868.7663,105.2176,72.87
517,2868.7663,104.3840,72.87
518,2868.7663,109.9731,72.87
519,2868.7663,112.9224,72.87
520,2868.7663,112.9230,72.87
521,2868.7663,113.0639,72.87
522,2868.7663,112.5598,72.87
523,2868.7663,112.7235,72.87
524,2868.7663,114.9730,72.87
525,2868.7663,115.0533,72.87
526,2868.7663,114.5451,72.87
527,2868.7663,114.7861,72.87
528,2868.7663,115.9559,72.87
529,2868.7663,117.1960,72.87
530,2868.7663,121.3213,72.87
531,2868.7663,122.8912,72.87
532,2868.7663,122.9894,72.87
533,2868.7663,124.9400,72.87
534,2868.7663,125.1389,72.87
535,2868.7663,127.5664,72.87
536,2868.7663,127.5877,72.87
537,2868.7663,127.0598,72.87
538,2868.7663,127.9111,72.87
539,2868.7663,127.9580,72.87
540,2868.7663,127.1931,72.87
541,2868.7663,128.0289,72.87
542,2868.7663,127.4930,72.87
543,2868.7663,127.4962,72.87
544,2868.7663,129.0583,72.87
545,2868.7663,129.2686,72.87
546,2868.7663,130.5454,72.87
547,2868.7663,132.6029,72.87
548,2868.7663,134.7157,72.87
549,2868.7663,135.0267,72.87
550,2868.7663,137.3566,72.87
551,2868.7663,137.3863,72.87
552,2868.7663,140.9543,72.87
553,2868.7663,141.1451,72.87
554,2868.7663,144.9480,72.87
555,2868.7663,147.8400,68.05
556,2868.7663,150.4404,68.05
557,2868.7663,149.6083,68.05
558,2868.7663,153.9953,68.05
559,2868.7663,154.7289,68.05
560,2868.7663,155.1224,68.05
561,2868.7663,155.9037,68.05
562,2868.7663,157.4950,68.05
563,2868.7663,157.8834,68.05
564,2868.7663,159.7984,68.05
565,2868.7663,162.3189,68.05
566,2868.7663,163.8492,68.05
567,2868.7663,164.0836,68.05
568,2868.7663,140.5011,68.05
569,2868.7663,142.3604,68.05
570,2868.7663,139.7641,68.05
571,2868.7663,144.1685,68.05
572,2868.7663,144.8861,68.05
573,2868.7663,144.9518,68.05
574,2868.7663,145.4349,68.05
575,3271.8400,153.4511,68.05
576,3271.8400,154.2263,68.05
577,3271.8400,155.2779,68.05
578,3271.8400,155.4991,68.05
579,3271.8400,156.5202,68.05
580,3271.8400,156.6937,68.05
581,3271.8400,156.9489,68.05
582,3271.8400,157.4485,68.05
583,3271.8400,159.6661,68.05
584,3271.8400,164.7578,68.05
585,3271.8400,164.7637,68.05
586,3271.8400,169.2151,68.05
587,3271.8400,169.7453,68.05
588,3271.8400,170.5746,68.05
589,3271.8400,171.6265,68.05
590,3271.8400,172.2375,68.05
591,3271.8400,172.6863,68.05
