generation,best_score,avg_score,diversity
797,1412.2562,304.2765,76.67
798,1412.2562,304.4330,76.67
799,1412.2562,303.9323,76.67
800,1412.2562,303.4329,76.67
800,1412.2562,303.4329,76.67
801,1412.2562,303.5900,76.67
802,1412.2562,303.7466,76.67
803,7164.5500,311.0931,76.67
804,7164.5500,311.2399,76.67
805,7164.5500,311.3517,76.67
806,7164.5500,312.7523,76.67
807,7164.5500,312.8965,76.67
808,7164.5500,312.3760,76.67
809,7164.5500,311.8710,76.67
810,7164.5500,311.9734,76.67
811,7164.5500,311.4701,76.67
812,7164.5500,311.5046,76.67
813,7164.5500,311.6495,76.67
814,7164.5500,313.0374,76.67
815,7164.5500,313.1800,76.67
816,7164.5500,312.6777,76.67
817,7164.5500,312.8204,76.67
818,7164.5500,314.1999,76.67
819,7164.5500,314.3403,76.67
820,7164.5500,315.7144,76.67
821,7164.5500,317.0850,76.67
822,7164.5500,317.2213,76.67
823,7164.5500,318.5867,76.67
824,7164.5500,318.7208,66.20
825,7164.5500,318.2172,66.20
826,7164.5500,319.5763,66.20
827,7164.5500,319.7086,66.20
828,7164.5500,319.8406,66.20
829,7164.5500,321.1926,66.20
830,7164.5500,322.5413,66.20
831,7164.5500,322.0368,66.20
832,7164.5500,323.3811,66.20
833,7164.5500,323.4741,66.20
834,7164.5500,324.8134,66.20
835,7164.5500,326.1493,66.20
836,7164.5500,327.4819,66.20
837,7164.5500,327.6029,66.20
838,7164.5500,327.0966,66.20
839,7164.5500,325.7416,66.20
840,7164.5500,327.0683,66.20
841,7164.5500,327.1892,66.20
842,7164.5500,327.3098,66.20
843,7164.5500,327.4299,90.73
844,7164.5500,328.7481,90.73
845,7164.5500,330.0630,90.73
846,7164.5500,330.1796,90.73
847,7164.5500,329.6756,90.73
848,7164.5500,330.9847,90.73
849,7164.5500,331.0997,90.73
850,7164.5500,331.2145,90.73
851,7164.5500,331.3289,90.73
852,7164.5500,331.4029,90.73
853,7164.5500,331.5199,90.73
854,7164.5500,331.0179,90.73
855,7164.5500,331.1322,90.73
856,7164.5500,332.4285,90.73
857,7164.5500,333.7217,90.73
858,7164.5500,333.2062,90.73
859,7164.5500,334.4954,90.73
860,7164.5500,335.7815,90.73
861,7164.5500,337.0646,90.73
862,7164.5500,345.1926,90.73
863,7164.5500,346.4614,90.73
864,7164.5500,346.3643,90.73
865,7164.5500,346.4590,90.73
866,7164.5500,346.3622,90.73
867,7164.5500,346.4567,90.73
868,7164.5500,347.0201,90.73
869,7164.5500,347.1137,90.73
870,7164.5500,347.2070,90.73
871,7164.5500,348.4614,90.73
872,7164.5500,347.9502,90.73
873,7164.5500,349.2008,90.73
